# Simulation number	U	Np	Pu	Am	Cm	MA	Pu-238	Pu-239	Pu-240	Pu-241	Pu-242
972	5.994010E+07	5.706465E+03	1.062547E+07	7.690034E+05	0.000000E+00	7.747099E+05	3.080436E+05	5.680660E+06	2.401390E+06	3.607263E+05	1.874647E+06
973	5.995182E+07	6.812910E+03	1.034472E+07	1.036929E+06	0.000000E+00	1.043742E+06	6.002741E+05	3.427830E+06	3.296050E+06	1.344610E+06	1.675953E+06
974	5.996643E+07	5.709790E+03	1.052969E+07	8.384369E+05	0.000000E+00	8.441467E+05	9.984598E+05	7.185812E+06	7.283251E+04	8.915559E+05	1.381027E+06
975	5.995965E+07	6.048425E+03	1.054067E+07	8.338944E+05	0.000000E+00	8.399428E+05	8.167719E+05	6.041557E+06	1.169070E+06	5.270136E+05	1.986261E+06
976	5.996624E+07	3.420735E+03	1.078062E+07	5.899841E+05	0.000000E+00	5.934048E+05	9.798288E+05	4.933184E+06	1.725450E+06	1.208519E+06	1.933641E+06
977	5.995702E+07	7.030826E+03	1.029287E+07	1.083348E+06	0.000000E+00	1.090379E+06	7.462753E+05	5.306132E+06	1.695728E+06	1.489556E+06	1.055178E+06
978	5.994627E+07	2.091542E+03	1.106041E+07	3.315020E+05	0.000000E+00	3.335935E+05	4.652919E+05	7.127195E+06	1.920467E+06	5.140772E+05	1.033378E+06
979	5.994177E+07	6.986225E+03	1.032400E+07	1.067505E+06	0.000000E+00	1.074491E+06	3.467894E+05	3.756693E+06	3.218924E+06	1.411101E+06	1.590495E+06
980	5.994550E+07	2.506951E+03	1.106157E+07	3.306960E+05	0.000000E+00	3.332030E+05	4.346699E+05	5.607503E+06	3.163741E+06	1.035479E+05	1.752113E+06
981	5.996342E+07	6.867146E+03	1.035368E+07	1.016303E+06	0.000000E+00	1.023170E+06	9.194211E+05	8.190972E+06	4.757522E+04	1.133172E+06	6.253747E+04
982	5.994531E+07	3.925192E+03	1.071346E+07	6.775788E+05	0.000000E+00	6.815040E+05	4.437932E+05	6.709730E+06	1.843343E+06	1.391274E+06	3.253153E+05
983	5.994808E+07	6.390394E+02	1.129124E+07	1.003090E+05	0.000000E+00	1.009480E+05	5.225765E+05	8.378648E+06	7.049638E+05	1.495575E+05	1.535490E+06
984	5.995628E+07	2.177063E+03	1.101656E+07	3.652521E+05	0.000000E+00	3.674292E+05	7.207731E+05	7.229880E+06	1.688378E+06	6.904347E+05	6.870987E+05
985	5.995685E+07	6.697238E+03	1.038621E+07	9.905089E+05	0.000000E+00	9.972061E+05	7.552776E+05	7.496885E+06	8.326353E+04	1.100147E+06	9.506410E+05
986	5.993617E+07	3.151835E+03	1.077693E+07	6.240131E+05	0.000000E+00	6.271649E+05	2.131081E+05	5.169718E+06	2.245766E+06	1.731990E+06	1.416348E+06
987	5.993781E+07	7.692717E+03	1.020481E+07	1.189956E+06	0.000000E+00	1.197649E+06	2.712478E+05	8.085944E+06	1.818299E+05	1.665321E+06	4.715815E+02
988	5.995770E+07	2.689221E+03	1.103366E+07	3.462120E+05	0.000000E+00	3.489012E+05	7.657390E+05	8.454631E+06	6.686946E+05	4.548471E+04	1.099115E+06
989	5.995719E+07	1.378067E+03	1.113436E+07	2.473456E+05	0.000000E+00	2.487237E+05	7.474619E+05	7.728399E+06	1.265183E+06	5.612116E+05	8.321054E+05
990	5.995513E+07	3.952367E+03	1.077566E+07	6.055276E+05	0.000000E+00	6.094800E+05	6.828060E+05	5.129660E+06	2.941432E+06	8.106234E+05	1.211137E+06
991	5.994276E+07	6.428560E+03	1.037876E+07	1.012321E+06	0.000000E+00	1.018750E+06	3.943817E+05	5.983949E+06	8.764008E+05	1.529436E+06	1.594592E+06
992	5.995248E+07	5.602070E+03	1.047799E+07	9.042053E+05	0.000000E+00	9.098074E+05	6.204118E+05	3.540809E+06	3.003314E+06	1.502277E+06	1.811177E+06
993	5.994139E+07	5.140305E+03	1.060474E+07	7.889980E+05	0.000000E+00	7.941383E+05	3.324464E+05	6.156378E+06	2.945986E+06	1.065580E+06	1.043478E+05
994	5.994014E+07	5.755532E+03	1.063538E+07	7.590001E+05	0.000000E+00	7.647556E+05	3.097521E+05	5.625738E+06	2.370293E+06	2.360248E+05	2.093569E+06
995	5.996252E+07	6.437743E+03	1.050410E+07	8.672084E+05	0.000000E+00	8.736461E+05	8.930618E+05	7.296718E+06	5.551207E+05	4.043229E+05	1.354874E+06
996	5.996710E+07	6.516650E+03	1.034641E+07	1.020234E+06	0.000000E+00	1.026751E+06	9.876731E+05	2.825755E+06	3.376506E+06	1.504553E+06	1.651922E+06
997	5.995678E+07	5.696881E+03	1.048906E+07	8.887396E+05	0.000000E+00	8.944365E+05	7.495421E+05	7.903367E+06	2.859644E+05	1.291037E+06	2.591445E+05
998	5.995454E+07	8.017913E+03	1.013319E+07	1.244516E+06	0.000000E+00	1.252534E+06	6.942671E+05	5.445901E+06	8.516209E+05	1.768461E+06	1.372939E+06
999	5.992988E+07	1.887205E+03	1.102413E+07	3.843772E+05	0.000000E+00	3.862644E+05	4.109897E+04	4.639117E+06	3.373965E+06	1.119668E+06	1.850279E+06
1000	5.993424E+07	4.740887E+03	1.076688E+07	6.344103E+05	0.000000E+00	6.391512E+05	1.621645E+05	6.429978E+06	2.045086E+06	2.652926E+05	1.864362E+06
